,training_loss,train_accuracies,val_losses,val_accuracies
0,0.24706716984548105,0.9251051275094954,0.131504446421437,0.9657258064516129
1,0.11564343085651815,0.9646466359196961,0.10817132116174362,0.9667338709677419
2,0.08334527133615778,0.9735485621269669,0.10505482562647146,0.9616935483870968
3,0.0655602793817054,0.9793136190992946,0.1096167253278731,0.96875
4,0.05183325239372622,0.9834848073792729,0.10220847286573037,0.9758064516129032
5,0.04176613131509384,0.9865708084644601,0.09538981076595186,0.9707661290322581
6,0.03591724970992091,0.9881138090070537,0.08977245966591278,0.9778225806451613
7,0.028533704160926203,0.9906572164948454,0.09656431414907449,0.9747983870967742
8,0.02365019353626432,0.9920815246880087,0.11230164061198959,0.9758064516129032
9,0.0191402116050845,0.9937093054801953,0.09826899440787888,0.9737903225806451
10,0.015420342816795612,0.994641888225719,0.11154355234524221,0.9747983870967742
11,0.012964755606051568,0.9955914270211611,0.12776245301135586,0.9717741935483871
12,0.013004569253826951,0.9956592512208355,0.12050606190710669,0.9737903225806451
13,0.012740827614827968,0.9952183939229517,0.13716712996117136,0.9667338709677419
14,0.009277940928897142,0.9969139989148128,0.11063379926530782,0.9717741935483871
15,0.00740868791640531,0.9977109332609875,0.12910391761827597,0.9758064516129032
16,0.0022439051602797717,0.9994913185024417,0.10611625772540853,0.9768145161290323
17,0.0016075168719174365,0.9997965274009767,0.11407204189369839,0.9758064516129032
18,0.001131764644855965,0.9997795713510581,0.11646679077306446,0.9758064516129032
19,0.0003786801308177126,1.0,0.1131272424302605,0.9798387096774194
20,0.0003920442770805679,0.9999321758003256,0.11029009362081461,0.9778225806451613
21,0.0002610804555195944,0.9999830439500814,0.10121728786354794,0.9778225806451613
22,0.0002169858535113219,1.0,0.11406032934786049,0.9778225806451613
23,0.0001759767813754744,1.0,0.10940172466711445,0.9788306451612904
24,0.00015860498943727613,1.0,0.11448607145443919,0.9788306451612904
