,training_loss,train_accuracies,val_losses,val_accuracies
0,20.702476251952376,0.0980907487791644,20.89038894852542,0.09274193548387097
1,20.778550367791162,0.09759902333152469,20.86717740524917,0.09375
2,20.77894079526893,0.09758206728160608,20.89038894852542,0.09274193548387097
3,20.777769512835583,0.09763293543136191,20.89038894852542,0.09274193548387097
4,20.778159940313376,0.0976159793814433,20.867177405249166,0.09375
5,20.778550367791155,0.09759902333152469,20.867177405249166,0.09375
6,20.0667822901912,0.09803988062940858,18.488809536405185,0.12096774193548387
7,18.699746057166788,0.0973107704829083,18.558626249052196,0.11693548387096774
8,18.65918402888627,0.0968360010851872,17.09771299366046,0.09274193548387097
9,18.642070850873996,0.0993115843733044,18.639418205753962,0.12096774193548387
10,15.88503339101052,0.10063415626695604,14.947818950615558,0.10584677419354839
11,13.751438122384368,0.1007189365165491,10.548469535886106,0.11995967741935484
12,12.059735266110495,0.09971852957135106,12.216384149492296,0.10080645161290322
13,10.348477550147509,0.09958288117200217,9.081169522149294,0.09375
14,8.37154034776119,0.10051546391752578,7.9678148711996455,0.10584677419354839
15,8.152403437721762,0.10258410200759631,8.600458428282005,0.10483870967741936
16,6.393878872699087,0.09973548562126967,7.731116007355457,0.09375
17,6.408280769596374,0.10100718936516549,7.319164108319069,0.08971774193548387
18,6.40448422771636,0.10065111231687467,5.564167959154009,0.10584677419354839
19,6.523113422926243,0.10199064026044492,4.7244084965606925,0.09576612903225806
20,6.412153717169697,0.10144804666304938,7.477117904826794,0.09979838709677419
21,6.32289671436903,0.10182107976125881,7.583544044884584,0.09979838709677419
22,6.422726117932722,0.09954896907216494,7.667066958683692,0.10080645161290322
23,6.424577042630772,0.10049850786760717,5.901468761734844,0.10584677419354839
24,6.487583647158035,0.10170238741182853,5.570978674796546,0.10181451612903226
